@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.786, 0.546, 1.548, 1.737, -0.757, 1
0.176, 0.472, 1.928, -0.583, 0.0, 1
0.064, 0.286, 0.689, 0.449, -0.448, 1
0.471, 0.782, 0.408, 1.563, -0.553, 1
0.252, 0.623, 1.68, -0.671, 2.141, 1
0.576, 0.551, 1.96, 1.163, 1.59, 1
0.53, 0.257, 1.625, 0.905, -0.513, 1
0.794, 1.392, 1.044, -0.629, -0.633, 1
0.414, 2.453, 2.164, -0.4, -0.212, 1
0.225, 0.852, 0.534, 1.811, -1.058, 1
-0.072, 0.661, 1.134, 1.246, 0.76, 1
0.295, 0.966, 1.56, -0.458, 0.4, 1
0.773, 2.314, 1.457, 0.646, 0.835, 1
0.718, 1.183, 1.79, -0.473, -0.394, 1
0.258, 0.861, 0.683, 1.026, 0.0, 1
-0.102, 0.724, 1.211, 1.293, -0.592, 1
0.34, 0.664, 2.174, 1.207, 1.763, 1
0.216, 0.376, 0.622, 1.729, 1.369, 1
0.186, 0.487, 0.289, 0.693, 0.0, 1
0.822, 1.508, 0.87, 1.312, 1.497, 1
1.165, 0.903, 1.661, 0.648, -0.264, 1
1.201, 1.655, 1.1, 0.458, -0.223, 1
0.174, 0.709, 2.382, -0.877, 1.723, 1
0.681, 1.257, 2.31, 1.406, 0.0, 1
0.691, 0.817, 2.021, -0.679, -0.684, 1
0.459, 0.708, 1.151, 1.517, -0.511, 1
0.431, 0.628, 1.293, 1.116, 2.116, 1
0.656, 3.296, -0.554, 0.722, 0.378, 1
1.402, 0.893, 1.488, 1.385, -0.652, 1
-0.063, 0.752, 1.637, 1.324, 0.991, 1
0.124, 0.426, 0.948, 0.71, 0.0, 1
1.059, 2.209, 0.967, -0.361, -0.145, 1
0.266, 0.711, 1.002, 1.138, 0.536, 1
0.23, 0.926, 1.236, 2.243, 0.0, 1
0.162, 0.632, 0.746, 1.327, -0.638, 1
0.762, 1.809, 0.869, 0.456, 0.298, 1
0.89, 1.93, 1.45, 1.343, -0.285, 1
0.195, 0.854, 1.671, 0.779, 0.477, 1
0.279, 1.93, 0.803, 1.596, 0.0, 1
0.331, 1.163, 1.909, 1.493, 1.117, 1
0.396, 1.382, 1.724, 1.114, -0.452, 1
0.648, 0.754, 1.927, 1.265, -0.528, 1
0.105, 0.576, 0.342, 0.83, 0.0, 1
0.789, 1.414, 1.1, 1.857, -0.593, 1
0.15, 1.057, 0.645, 1.318, 1.157, 1
0.304, 1.152, 2.568, -0.646, -0.638, 1
-0.523, -0.751, -0.851, -0.583, 1.304, 1
-0.136, -0.397, 0.703, -0.743, 1.456, 1
0.174, 0.854, 0.867, 0.584, -0.46, 1
-0.115, 0.697, 1.321, 1.713, 0.0, 1
0.178, 0.702, 1.728, 1.329, -0.822, 1
1.283, 2.381, 1.223, -0.348, 0.221, 1
0.295, 0.837, 1.527, 2.826, -0.816, 1
0.556, 2.03, 0.841, -0.264, -0.257, 1
-0.321, -0.599, 1.496, 0.806, -0.366, 1
0.135, 0.483, 0.456, -0.493, 1.108, 1
1.364, 0.808, 1.355, -0.511, -0.38, 1
-0.142, 0.501, -0.531, -1.14, 0.0, 1
0.143, 0.184, 0.869, -0.496, -0.817, 1
1.027, 0.821, 1.077, 1.064, 0.469, 1
1.166, 1.382, 1.907, 0.706, 0.375, 1
0.31, 0.496, 1.401, 1.696, 1.766, 1
-0.154, -0.237, -0.372, 1.003, 1.676, 1
0.683, -1.082, 1.528, -0.873, -0.347, 1
