@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.48, 0.509, 1.364, 1.578, -0.978, 1
0.181, 0.479, 1.833, -0.925, -0.387, 1
0.102, 0.452, 0.519, 0.462, -0.305, 1
0.418, 0.767, 0.368, 1.507, -0.647, 1
0.257, 0.596, 1.601, -0.782, 2.308, 1
0.45, 0.721, 1.903, 1.228, 1.565, 1
0.554, 0.219, 1.588, 0.873, -0.602, 1
0.661, 1.665, 1.079, -0.371, -0.159, 1
0.371, 2.472, 2.174, -0.429, -0.19, 1
0.129, 0.969, 0.707, 1.683, -1.009, 1
-0.079, 0.719, 1.372, 1.245, 0.819, 1
0.66, 0.885, 1.552, -0.425, 0.345, 1
0.413, 2.223, 1.258, 0.713, 0.951, 1
0.504, 1.435, 1.551, -0.378, -0.239, 1
0.255, 1.037, 0.547, 0.772, 0.0, 1
0.122, 0.724, 1.25, 1.292, -0.496, 1
0.316, 0.67, 2.039, 0.978, 1.835, 1
0.227, 0.878, 0.548, 1.898, 1.184, 1
0.102, 0.514, 0.336, 0.813, 0.0, 1
0.515, 1.152, 0.964, 1.276, 1.732, 1
1.102, 0.874, 1.714, 0.641, -0.258, 1
1.173, 1.814, 1.537, 0.741, -0.208, 1
0.179, 0.781, 2.473, -0.787, 1.537, 1
0.653, 1.061, 2.321, 1.546, -0.401, 1
0.691, 0.817, 2.021, -0.679, -0.683, 1
0.5, 0.731, 1.058, 1.347, -0.397, 1
0.328, 0.517, 1.49, 0.888, 1.952, 1
0.685, 3.172, -0.565, 0.623, 0.39, 1
1.402, 0.892, 1.488, 1.384, -0.652, 1
0.179, 0.742, 1.648, 1.419, 1.107, 1
0.109, 0.441, 0.876, 0.757, 0.0, 1
1.02, 2.502, 1.043, -0.343, -0.167, 1
0.287, 0.816, 1.133, 1.041, 0.354, 1
0.318, 0.911, 1.096, 1.985, 0.0, 1
0.089, 0.509, 0.626, 1.248, -0.478, 1
0.768, 1.512, 0.929, 0.469, 0.63, 1
0.885, 1.789, 1.276, 1.406, -0.496, 1
0.439, 0.896, 1.934, 0.769, 0.0, 1
0.278, 2.076, 0.841, 1.383, -0.414, 1
0.275, 0.953, 2.482, 1.212, 0.904, 1
0.422, 1.478, 1.702, 1.155, -0.505, 1
0.648, 0.754, 1.926, 1.265, -0.528, 1
0.143, 0.546, 0.624, 1.11, 0.548, 1
0.36, 1.301, 0.931, 1.889, -0.615, 1
0.284, 0.923, 0.672, 0.668, 0.874, 1
0.214, 0.601, 2.278, -0.771, -0.904, 1
-0.081, -0.263, -0.581, -0.581, 1.145, 1
-0.094, -0.341, 0.691, -0.623, 0.0, 1
-0.085, 0.562, 0.929, 0.957, -0.724, 1
-0.266, 0.638, 0.731, 1.742, 0.0, 1
0.172, 0.411, 1.958, 0.959, -1.005, 1
1.476, 1.929, 1.524, -0.3, -0.122, 1
-0.247, 0.524, 1.13, 1.935, -0.977, 1
0.545, 2.094, 1.311, 0.607, -0.2, 1
-0.426, -0.74, 1.046, -0.529, -0.319, 1
0.135, 0.491, 0.384, -0.37, 1.116, 1
-0.098, 0.67, 1.582, -0.831, -0.387, 1
0.175, 0.548, -0.75, -1.084, 1.037, 1
0.31, -0.812, 1.327, -0.465, 0.513, 1
1.027, 0.82, 1.077, 1.064, 0.469, 1
0.539, 0.653, 2.008, 0.62, 0.753, 1
0.242, 0.395, 1.444, 1.722, 2.137, 1
-0.268, 0.813, -1.164, 1.662, 0.0, 1
