@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.0050, 0.0020, 0.027, 0.045, 0.096, 0.083, 0.088, 0.122, 0.198, 0.228, 0.252, 0.348, 0.331, 0.261, 0.178, 0.206, 0.23, 0.354, 0.622, 0.726, 0.835, 0.827, 0.837, 0.941, 0.951, 0.98, 0.997, 1.0, 0.904, 0.641, 0.386, 0.291, 0.204, 0.165, 0.177, 0.114, 0.074, 0.094, 0.062, 0.043, 0.057, 0.107, 0.191, 0.223, 0.22, 0.226, 0.177, 0.11, 0.056, 0.014, 0.028, 0.016, 0.0060, 0.0010, 0.0030, 0.0060, 0.0020, 0.0060, 0.0020, 0.0030, M
0.011, 0.022, 0.027, 0.038, 0.122, 0.206, 0.149, 0.093, 0.135, 0.18, 0.249, 0.297, 0.367, 0.439, 0.526, 0.676, 0.74, 0.828, 0.903, 0.958, 1.0, 0.998, 0.89, 0.749, 0.637, 0.674, 0.721, 0.682, 0.551, 0.479, 0.392, 0.253, 0.109, 0.139, 0.255, 0.33, 0.282, 0.214, 0.227, 0.214, 0.235, 0.287, 0.26, 0.192, 0.126, 0.1, 0.095, 0.121, 0.073, 0.017, 0.021, 0.027, 0.015, 0.026, 0.01, 0.0040, 0.0050, 0.014, 0.01, 0.0020, M
0.044, 0.045, 0.024, 0.101, 0.225, 0.261, 0.206, 0.167, 0.18, 0.308, 0.379, 0.536, 0.617, 0.784, 0.839, 0.902, 1.0, 0.891, 0.875, 0.789, 0.716, 0.758, 0.637, 0.321, 0.208, 0.228, 0.331, 0.285, 0.195, 0.167, 0.102, 0.136, 0.221, 0.112, 0.168, 0.104, 0.256, 0.262, 0.224, 0.118, 0.11, 0.283, 0.238, 0.026, 0.197, 0.148, 0.043, 0.063, 0.051, 0.047, 0.025, 0.027, 0.02, 0.014, 0.018, 0.0060, 0.0040, 0.012, 0.015, 0.01, M
0.026, 0.027, 0.022, 0.075, 0.136, 0.151, 0.132, 0.165, 0.186, 0.201, 0.289, 0.365, 0.351, 0.35, 0.432, 0.54, 0.624, 0.688, 0.733, 0.811, 0.84, 0.863, 0.875, 0.961, 0.972, 0.912, 0.858, 0.88, 0.772, 0.571, 0.426, 0.286, 0.311, 0.207, 0.116, 0.018, 0.13, 0.248, 0.164, 0.11, 0.214, 0.203, 0.189, 0.137, 0.138, 0.031, 0.037, 0.061, 0.04, 0.017, 0.014, 0.022, 0.018, 0.013, 0.0020, 0.012, 0.0050, 0.0020, 0.0030, 0.0020, M
0.03, 0.035, 0.049, 0.061, 0.017, 0.135, 0.146, 0.112, 0.194, 0.235, 0.29, 0.281, 0.158, 0.027, 0.067, 0.144, 0.207, 0.264, 0.283, 0.429, 0.568, 0.699, 0.725, 0.762, 0.924, 1.0, 0.998, 0.83, 0.703, 0.714, 0.689, 0.496, 0.258, 0.097, 0.078, 0.036, 0.157, 0.182, 0.135, 0.085, 0.049, 0.137, 0.155, 0.155, 0.132, 0.098, 0.126, 0.095, 0.049, 0.024, 0.0040, 0.0090, 0.0050, 0.013, 0.0040, 0.0040, 0.0030, 0.0080, 0.0040, 0.0050, M
0.052, 0.094, 0.062, 0.042, 0.1, 0.243, 0.178, 0.202, 0.261, 0.129, 0.265, 0.278, 0.443, 0.367, 0.204, 0.276, 0.325, 0.154, 0.278, 0.351, 0.519, 0.705, 0.714, 0.681, 0.51, 0.531, 0.613, 0.839, 0.903, 0.861, 0.966, 0.917, 0.713, 0.69, 0.731, 0.413, 0.158, 0.182, 0.138, 0.296, 0.694, 0.825, 0.535, 0.44, 0.645, 0.621, 0.302, 0.138, 0.036, 0.036, 0.046, 0.043, 0.027, 0.015, 0.012, 0.013, 0.0020, 0.011, 0.0070, 0.0080, M
0.033, 0.042, 0.047, 0.082, 0.084, 0.076, 0.037, 0.096, 0.055, 0.019, 0.09, 0.173, 0.194, 0.28, 0.331, 0.502, 0.636, 0.71, 0.833, 0.873, 0.807, 0.751, 0.753, 0.73, 0.618, 0.495, 0.453, 0.41, 0.454, 0.412, 0.314, 0.319, 0.369, 0.378, 0.447, 0.478, 0.472, 0.466, 0.389, 0.426, 0.406, 0.371, 0.386, 0.28, 0.128, 0.112, 0.13, 0.079, 0.044, 0.022, 0.013, 0.0080, 0.017, 0.018, 0.0040, 0.013, 0.0070, 0.0040, 0.013, 0.0090, M
0.0050, 0.0060, 0.0080, 0.055, 0.088, 0.128, 0.167, 0.137, 0.292, 0.347, 0.326, 0.326, 0.23, 0.125, 0.21, 0.24, 0.193, 0.167, 0.123, 0.09, 0.156, 0.329, 0.527, 0.674, 0.791, 0.894, 0.94, 0.949, 0.904, 0.915, 0.883, 0.809, 0.718, 0.672, 0.645, 0.688, 0.624, 0.494, 0.414, 0.424, 0.455, 0.439, 0.432, 0.492, 0.471, 0.32, 0.224, 0.181, 0.099, 0.025, 0.013, 0.01, 0.013, 0.0070, 0.0040, 0.0070, 0.0060, 0.0040, 0.0, 0.0030, M
0.027, 0.038, 0.05, 0.071, 0.131, 0.21, 0.226, 0.252, 0.36, 0.592, 0.668, 0.568, 0.518, 0.333, 0.2, 0.286, 0.294, 0.342, 0.595, 0.753, 0.896, 0.815, 0.711, 0.738, 0.72, 0.825, 0.892, 0.982, 0.818, 0.485, 0.32, 0.278, 0.238, 0.291, 0.168, 0.316, 0.187, 0.339, 0.599, 0.412, 0.118, 0.365, 0.466, 0.478, 0.352, 0.092, 0.123, 0.178, 0.108, 0.03, 0.035, 0.017, 0.02, 0.014, 0.0080, 0.0040, 0.0040, 0.0030, 0.0060, 0.0060, M
0.086, 0.045, 0.038, 0.02, 0.038, 0.053, 0.214, 0.311, 0.284, 0.275, 0.271, 0.095, 0.102, 0.452, 0.674, 0.67, 0.707, 0.563, 0.378, 0.272, 0.53, 0.77, 0.864, 0.93, 0.937, 0.625, 0.602, 0.681, 0.505, 0.578, 0.475, 0.24, 0.278, 0.2, 0.53, 0.741, 0.778, 0.442, 0.142, 0.351, 0.448, 0.421, 0.305, 0.224, 0.261, 0.28, 0.239, 0.202, 0.133, 0.036, 0.013, 0.017, 0.014, 0.0080, 0.0040, 0.0050, 0.026, 0.01, 0.0040, 0.0040, R
0.0070, 0.023, 0.051, 0.044, 0.025, 0.064, 0.042, 0.113, 0.191, 0.248, 0.161, 0.092, 0.24, 0.322, 0.43, 0.265, 0.067, 0.144, 0.237, 0.26, 0.249, 0.39, 0.638, 0.804, 0.703, 0.687, 0.7, 0.856, 1.0, 0.962, 0.9, 0.758, 0.69, 0.569, 0.44, 0.455, 0.296, 0.159, 0.168, 0.084, 0.117, 0.175, 0.273, 0.17, 0.019, 0.021, 0.035, 0.042, 0.0090, 0.02, 0.02, 0.017, 0.016, 0.0060, 0.0040, 0.0070, 0.0040, 0.0050, 0.019, 0.01, R
0.012, 0.043, 0.06, 0.045, 0.06, 0.036, 0.053, 0.034, 0.105, 0.212, 0.164, 0.19, 0.303, 0.202, 0.059, 0.239, 0.366, 0.381, 0.593, 0.63, 0.58, 0.457, 0.445, 0.369, 0.645, 0.894, 0.898, 0.498, 0.333, 0.235, 0.155, 0.367, 0.434, 0.308, 0.302, 0.411, 0.55, 0.413, 0.55, 0.502, 0.313, 0.28, 0.235, 0.23, 0.116, 0.072, 0.062, 0.032, 0.045, 0.017, 0.0080, 0.0080, 0.0060, 0.017, 0.019, 0.0050, 0.011, 0.02, 0.015, 0.0060, R
0.02, 0.037, 0.043, 0.021, 0.095, 0.099, 0.154, 0.16, 0.311, 0.211, 0.161, 0.158, 0.224, 0.064, 0.066, 0.227, 0.31, 0.3, 0.508, 0.48, 0.578, 0.507, 0.433, 0.555, 0.671, 0.642, 0.71, 0.808, 0.679, 0.386, 0.131, 0.26, 0.512, 0.755, 0.854, 0.851, 0.669, 0.61, 0.494, 0.274, 0.051, 0.283, 0.282, 0.426, 0.264, 0.139, 0.105, 0.134, 0.038, 0.032, 0.023, 0.0030, 0.0060, 0.016, 0.0070, 0.017, 0.018, 0.0080, 0.0090, 0.0030, R
0.0090, 0.017, 0.04, 0.036, 0.068, 0.071, 0.102, 0.089, 0.038, 0.133, 0.13, 0.027, 0.064, 0.071, 0.12, 0.072, 0.122, 0.235, 0.368, 0.392, 0.492, 0.879, 0.961, 0.879, 0.69, 0.694, 0.567, 0.654, 0.78, 0.758, 0.584, 0.632, 0.811, 0.904, 0.865, 0.67, 0.403, 0.237, 0.268, 0.366, 0.327, 0.22, 0.3, 0.22, 0.116, 0.064, 0.046, 0.042, 0.017, 0.017, 0.013, 0.014, 0.019, 0.014, 0.0060, 0.013, 0.022, 0.0090, 0.0080, 0.012, R
0.035, 0.071, 0.033, 0.027, 0.037, 0.079, 0.108, 0.069, 0.03, 0.088, 0.108, 0.098, 0.225, 0.282, 0.21, 0.124, 0.17, 0.094, 0.109, 0.141, 0.127, 0.315, 0.143, 0.226, 0.576, 0.788, 0.716, 0.6, 0.558, 0.63, 0.766, 0.894, 0.844, 0.681, 0.838, 1.0, 0.95, 0.787, 0.565, 0.348, 0.258, 0.23, 0.295, 0.336, 0.302, 0.219, 0.132, 0.108, 0.056, 0.0040, 0.01, 0.016, 0.024, 0.0040, 0.02, 0.011, 0.0040, 0.01, 0.0090, 0.0050, R
0.0020, 0.031, 0.017, 0.023, 0.043, 0.122, 0.195, 0.166, 0.137, 0.143, 0.099, 0.225, 0.244, 0.324, 0.304, 0.241, 0.037, 0.167, 0.304, 0.407, 0.361, 0.199, 0.461, 0.685, 0.727, 0.715, 0.71, 0.852, 1.0, 0.769, 0.484, 0.372, 0.61, 0.511, 0.259, 0.092, 0.095, 0.229, 0.348, 0.21, 0.19, 0.294, 0.221, 0.152, 0.075, 0.061, 0.069, 0.045, 0.034, 0.0080, 0.011, 0.015, 0.0080, 0.0040, 0.011, 0.0080, 0.01, 0.0020, 0.0030, 0.0010, R
0.021, 0.019, 0.013, 0.021, 0.061, 0.061, 0.061, 0.051, 0.099, 0.109, 0.106, 0.118, 0.129, 0.159, 0.168, 0.192, 0.162, 0.165, 0.14, 0.143, 0.243, 0.282, 0.429, 0.644, 0.906, 1.0, 0.809, 0.612, 0.526, 0.368, 0.275, 0.102, 0.134, 0.158, 0.195, 0.179, 0.043, 0.11, 0.176, 0.248, 0.315, 0.292, 0.19, 0.07, 0.076, 0.091, 0.044, 0.024, 0.026, 0.01, 0.014, 0.0070, 0.0060, 0.0080, 0.0090, 0.0040, 0.0030, 0.0020, 0.0050, 0.0020, R
0.024, 0.019, 0.047, 0.044, 0.066, 0.074, 0.138, 0.11, 0.138, 0.138, 0.094, 0.026, 0.15, 0.285, 0.574, 0.828, 0.867, 0.813, 0.904, 0.905, 1.0, 0.998, 0.987, 0.976, 0.901, 0.972, 0.968, 0.763, 0.443, 0.382, 0.473, 0.401, 0.338, 0.317, 0.222, 0.073, 0.269, 0.189, 0.071, 0.106, 0.069, 0.03, 0.089, 0.146, 0.135, 0.039, 0.055, 0.047, 0.02, 0.01, 0.016, 0.0090, 0.015, 0.0080, 0.0020, 0.0080, 0.0040, 0.0030, 0.0040, 0.0020, R
0.045, 0.052, 0.084, 0.069, 0.118, 0.258, 0.216, 0.348, 0.334, 0.287, 0.492, 0.655, 0.692, 0.78, 0.746, 0.944, 1.0, 0.887, 0.802, 0.782, 0.521, 0.405, 0.396, 0.391, 0.325, 0.32, 0.327, 0.277, 0.442, 0.203, 0.379, 0.295, 0.198, 0.234, 0.131, 0.418, 0.384, 0.106, 0.184, 0.197, 0.167, 0.058, 0.14, 0.163, 0.062, 0.02, 0.053, 0.074, 0.041, 0.0060, 0.012, 0.0080, 0.0090, 0.0050, 0.0090, 0.019, 0.014, 0.0050, 0.0050, 0.0040, R
0.016, 0.021, 0.028, 0.06, 0.046, 0.078, 0.136, 0.078, 0.104, 0.157, 0.248, 0.278, 0.29, 0.296, 0.319, 0.189, 0.173, 0.223, 0.243, 0.315, 0.41, 0.381, 0.49, 0.629, 0.752, 0.798, 0.883, 0.992, 0.922, 0.698, 0.617, 0.507, 0.392, 0.352, 0.218, 0.124, 0.159, 0.163, 0.236, 0.248, 0.244, 0.272, 0.118, 0.116, 0.145, 0.188, 0.195, 0.149, 0.051, 0.016, 0.019, 0.015, 0.0060, 0.0080, 0.0090, 0.0040, 0.0060, 0.0060, 0.0050, 0.0020, M
0.079, 0.071, 0.035, 0.166, 0.133, 0.023, 0.077, 0.268, 0.566, 0.661, 0.5, 0.258, 0.165, 0.435, 0.452, 0.458, 0.337, 0.4, 0.532, 0.901, 0.994, 0.369, 0.101, 0.025, 0.232, 0.398, 0.226, 0.525, 0.69, 0.832, 0.433, 0.374, 0.576, 0.804, 0.796, 0.717, 0.706, 0.815, 0.76, 0.603, 0.455, 0.473, 0.448, 0.372, 0.469, 0.384, 0.077, 0.147, 0.078, 0.047, 0.019, 0.03, 0.039, 0.029, 0.018, 0.025, 0.014, 0.0070, 0.0020, 0.01, M
0.034, 0.026, 0.04, 0.057, 0.053, 0.109, 0.171, 0.168, 0.186, 0.266, 0.319, 0.355, 0.312, 0.196, 0.178, 0.279, 0.287, 0.397, 0.56, 0.694, 0.797, 0.745, 0.82, 0.926, 0.881, 0.881, 0.93, 0.996, 0.858, 0.607, 0.393, 0.246, 0.164, 0.114, 0.096, 0.0080, 0.07, 0.094, 0.089, 0.113, 0.087, 0.102, 0.196, 0.226, 0.181, 0.201, 0.169, 0.104, 0.05, 0.014, 0.013, 0.012, 0.0040, 0.0050, 0.0060, 0.0050, 0.0040, 0.0020, 0.0, 0.0030, M
0.012, 0.018, 0.045, 0.11, 0.191, 0.092, 0.076, 0.109, 0.076, 0.101, 0.25, 0.399, 0.381, 0.475, 0.616, 0.646, 0.802, 0.921, 0.983, 0.963, 0.865, 0.832, 0.828, 0.801, 0.61, 0.485, 0.436, 0.431, 0.44, 0.383, 0.303, 0.304, 0.32, 0.229, 0.213, 0.235, 0.32, 0.446, 0.366, 0.272, 0.175, 0.178, 0.22, 0.106, 0.057, 0.031, 0.024, 0.047, 0.01, 0.0060, 0.0030, 0.016, 0.01, 0.0080, 0.027, 0.028, 0.01, 0.0050, 0.015, 0.0090, M
0.063, 0.106, 0.153, 0.123, 0.144, 0.119, 0.088, 0.091, 0.211, 0.36, 0.547, 0.52, 0.513, 0.54, 0.656, 0.87, 0.979, 0.934, 0.792, 0.738, 0.691, 0.385, 0.067, 0.05, 0.272, 0.284, 0.223, 0.191, 0.041, 0.253, 0.198, 0.189, 0.243, 0.196, 0.267, 0.134, 0.107, 0.202, 0.179, 0.023, 0.131, 0.178, 0.155, 0.163, 0.071, 0.013, 0.08, 0.076, 0.012, 0.0060, 0.026, 0.0090, 0.026, 0.011, 0.014, 0.019, 0.023, 0.0060, 0.011, 0.013, M
0.025, 0.012, 0.028, 0.076, 0.122, 0.154, 0.119, 0.123, 0.212, 0.253, 0.286, 0.296, 0.334, 0.429, 0.52, 0.609, 0.724, 0.758, 0.773, 0.81, 0.9, 0.925, 0.936, 0.985, 0.978, 1.0, 0.99, 0.908, 0.731, 0.576, 0.447, 0.372, 0.208, 0.096, 0.049, 0.141, 0.255, 0.205, 0.161, 0.223, 0.177, 0.229, 0.252, 0.146, 0.067, 0.096, 0.149, 0.113, 0.046, 0.019, 0.014, 0.0030, 0.0070, 0.015, 0.0010, 0.013, 0.0050, 0.024, 0.0080, 0.0070, M
0.0090, 0.027, 0.025, 0.024, 0.022, 0.084, 0.149, 0.122, 0.157, 0.212, 0.3, 0.309, 0.274, 0.255, 0.187, 0.145, 0.146, 0.243, 0.326, 0.368, 0.336, 0.31, 0.391, 0.528, 0.641, 0.771, 0.875, 1.0, 0.981, 0.697, 0.497, 0.502, 0.536, 0.384, 0.185, 0.115, 0.157, 0.131, 0.158, 0.263, 0.31, 0.451, 0.378, 0.127, 0.146, 0.109, 0.148, 0.138, 0.072, 0.018, 0.02, 0.01, 0.01, 0.0090, 0.0020, 0.0040, 0.0020, 0.0070, 0.0060, 0.0020, M
0.021, 0.019, 0.041, 0.032, 0.07, 0.158, 0.144, 0.14, 0.305, 0.391, 0.35, 0.367, 0.394, 0.331, 0.333, 0.3, 0.232, 0.138, 0.345, 0.443, 0.489, 0.368, 0.438, 0.486, 0.621, 0.726, 0.662, 0.769, 0.798, 0.858, 0.927, 0.701, 0.485, 0.341, 0.141, 0.115, 0.143, 0.182, 0.36, 0.553, 0.599, 0.508, 0.551, 0.503, 0.703, 0.59, 0.407, 0.276, 0.158, 0.051, 0.0050, 0.0080, 0.02, 0.01, 0.0040, 0.0030, 0.0060, 0.0090, 0.0070, 0.0040, M
0.033, 0.022, 0.039, 0.063, 0.116, 0.148, 0.205, 0.16, 0.253, 0.267, 0.306, 0.316, 0.231, 0.207, 0.18, 0.281, 0.442, 0.595, 0.66, 0.584, 0.454, 0.479, 0.565, 0.528, 0.712, 1.0, 0.956, 0.609, 0.511, 0.4, 0.048, 0.185, 0.219, 0.144, 0.176, 0.143, 0.164, 0.309, 0.365, 0.444, 0.386, 0.281, 0.124, 0.095, 0.12, 0.082, 0.062, 0.014, 0.011, 0.012, 0.01, 0.01, 0.015, 0.0060, 0.0020, 0.0050, 0.0020, 0.0040, 0.0050, 0.0070, M
0.01, 0.031, 0.054, 0.041, 0.061, 0.104, 0.102, 0.139, 0.259, 0.374, 0.423, 0.45, 0.54, 0.43, 0.333, 0.35, 0.343, 0.285, 0.406, 0.683, 0.765, 0.667, 0.57, 0.6, 0.648, 0.861, 0.982, 0.938, 0.844, 0.607, 0.54, 0.689, 0.598, 0.324, 0.052, 0.316, 0.359, 0.388, 0.572, 0.431, 0.305, 0.439, 0.43, 0.483, 0.508, 0.195, 0.154, 0.204, 0.105, 0.025, 0.036, 0.018, 0.0020, 0.01, 0.013, 0.0040, 0.0040, 0.0030, 0.0030, 0.0030, M
0.022, 0.0060, 0.016, 0.049, 0.052, 0.085, 0.081, 0.183, 0.223, 0.181, 0.255, 0.298, 0.262, 0.189, 0.067, 0.267, 0.427, 0.629, 0.778, 0.769, 0.81, 0.849, 0.944, 0.945, 0.966, 0.804, 0.497, 0.396, 0.386, 0.557, 0.731, 0.855, 0.942, 0.873, 0.667, 0.469, 0.155, 0.175, 0.361, 0.521, 0.518, 0.37, 0.224, 0.082, 0.04, 0.078, 0.105, 0.103, 0.076, 0.022, 0.017, 0.0090, 0.0050, 0.0020, 0.0080, 0.0060, 0.0020, 0.0070, 0.0070, 0.0040, M
0.031, 0.034, 0.02, 0.089, 0.157, 0.175, 0.092, 0.135, 0.159, 0.28, 0.334, 0.294, 0.161, 0.334, 0.498, 0.73, 0.735, 0.825, 0.879, 0.966, 1.0, 0.871, 0.647, 0.597, 0.822, 0.776, 0.611, 0.42, 0.299, 0.135, 0.244, 0.562, 0.556, 0.696, 0.73, 0.702, 0.547, 0.142, 0.474, 0.641, 0.438, 0.318, 0.238, 0.281, 0.137, 0.114, 0.103, 0.069, 0.042, 0.012, 0.0070, 0.017, 0.013, 0.014, 0.0090, 0.0050, 0.0030, 0.012, 0.0060, 0.0020, R
0.02, 0.014, 0.018, 0.041, 0.039, 0.025, 0.089, 0.097, 0.084, 0.119, 0.152, 0.132, 0.143, 0.124, 0.065, 0.089, 0.123, 0.185, 0.388, 0.366, 0.23, 0.261, 0.419, 0.585, 0.564, 0.545, 0.477, 0.69, 0.98, 1.0, 0.955, 0.884, 0.766, 0.655, 0.545, 0.459, 0.468, 0.199, 0.07, 0.149, 0.171, 0.165, 0.26, 0.385, 0.375, 0.241, 0.108, 0.022, 0.016, 0.019, 0.012, 0.0030, 0.0070, 0.012, 0.0010, 0.0020, 0.0060, 0.0040, 0.0070, 0.0010, R
0.021, 0.013, 0.053, 0.057, 0.065, 0.143, 0.134, 0.204, 0.157, 0.157, 0.233, 0.178, 0.151, 0.192, 0.206, 0.231, 0.236, 0.13, 0.381, 0.586, 0.45, 0.488, 1.0, 0.868, 0.472, 0.534, 0.62, 0.714, 0.56, 0.373, 0.248, 0.192, 0.139, 0.332, 0.288, 0.323, 0.261, 0.204, 0.24, 0.132, 0.068, 0.033, 0.072, 0.098, 0.079, 0.052, 0.05, 0.023, 0.022, 0.014, 0.031, 0.039, 0.015, 0.0020, 0.01, 0.01, 0.0080, 0.018, 0.011, 0.0070, R
0.066, 0.058, 0.084, 0.037, 0.046, 0.077, 0.077, 0.113, 0.235, 0.184, 0.287, 0.413, 0.365, 0.198, 0.284, 0.404, 0.584, 0.679, 0.609, 0.486, 0.325, 0.201, 0.208, 0.169, 0.248, 0.274, 0.298, 0.466, 0.699, 0.747, 0.796, 0.798, 0.672, 0.694, 0.744, 0.817, 0.891, 1.0, 0.875, 0.706, 0.68, 0.59, 0.462, 0.364, 0.149, 0.122, 0.131, 0.12, 0.058, 0.024, 0.014, 0.014, 0.019, 0.0040, 0.0040, 0.0030, 0.0020, 0.016, 0.011, 0.0080, R
0.02, 0.012, 0.012, 0.024, 0.055, 0.021, 0.089, 0.084, 0.134, 0.12, 0.174, 0.139, 0.204, 0.258, 0.262, 0.21, 0.253, 0.321, 0.433, 0.476, 0.533, 0.606, 0.67, 0.748, 0.893, 0.94, 1.0, 0.978, 0.847, 0.764, 0.67, 0.499, 0.372, 0.22, 0.142, 0.268, 0.263, 0.31, 0.339, 0.212, 0.117, 0.266, 0.22, 0.154, 0.146, 0.104, 0.122, 0.074, 0.049, 0.022, 0.0030, 0.0080, 0.0040, 0.0060, 0.0080, 0.0040, 0.0040, 0.0030, 0.0010, 0.0020, R
0.02, 0.0030, 0.014, 0.0060, 0.013, 0.015, 0.054, 0.021, 0.05, 0.11, 0.084, 0.094, 0.12, 0.042, 0.0030, 0.016, 0.062, 0.213, 0.344, 0.381, 0.382, 0.476, 0.631, 0.752, 0.868, 0.879, 0.79, 0.836, 0.963, 0.962, 0.924, 0.89, 0.971, 0.965, 0.789, 0.531, 0.272, 0.195, 0.137, 0.31, 0.379, 0.41, 0.336, 0.3, 0.275, 0.202, 0.104, 0.045, 0.034, 0.012, 0.0070, 0.011, 0.0070, 0.0060, 0.0030, 0.0010, 0.0010, 0.0020, 0.0060, 0.0040, R
0.0040, 0.0080, 0.0090, 0.039, 0.053, 0.12, 0.124, 0.103, 0.124, 0.089, 0.094, 0.124, 0.16, 0.154, 0.185, 0.173, 0.148, 0.175, 0.146, 0.158, 0.226, 0.198, 0.337, 0.583, 0.85, 1.0, 0.846, 0.662, 0.556, 0.392, 0.323, 0.205, 0.192, 0.223, 0.315, 0.227, 0.08, 0.075, 0.117, 0.197, 0.262, 0.251, 0.198, 0.095, 0.093, 0.096, 0.038, 0.044, 0.034, 0.0060, 0.0080, 0.012, 0.0060, 0.0040, 0.0040, 0.0, 0.0020, 0.0050, 0.0020, 0.0020, R
0.011, 0.0090, 0.012, 0.038, 0.068, 0.086, 0.1, 0.066, 0.094, 0.104, 0.097, 0.05, 0.155, 0.34, 0.48, 0.657, 0.774, 0.783, 0.815, 0.813, 0.83, 0.854, 0.887, 0.889, 0.898, 0.967, 1.0, 0.913, 0.676, 0.466, 0.29, 0.296, 0.175, 0.211, 0.257, 0.228, 0.215, 0.16, 0.037, 0.012, 0.049, 0.029, 0.06, 0.043, 0.037, 0.0020, 0.033, 0.026, 0.018, 0.011, 0.012, 0.0080, 0.0020, 0.012, 0.0050, 0.0080, 0.0080, 0.0060, 0.0060, 0.0040, R
0.044, 0.048, 0.0050, 0.058, 0.028, 0.068, 0.166, 0.149, 0.097, 0.127, 0.111, 0.238, 0.201, 0.214, 0.111, 0.204, 0.247, 0.668, 0.834, 0.825, 0.802, 0.898, 0.966, 0.852, 0.663, 0.324, 0.205, 0.567, 0.573, 0.488, 0.753, 0.76, 0.518, 0.412, 0.556, 0.557, 0.134, 0.383, 0.461, 0.433, 0.256, 0.147, 0.349, 0.266, 0.094, 0.137, 0.134, 0.042, 0.072, 0.064, 0.021, 0.02, 0.022, 0.014, 0.0060, 0.0070, 0.0080, 0.01, 0.0060, 0.01, R
0.025, 0.081, 0.051, 0.024, 0.172, 0.382, 0.373, 0.358, 0.343, 0.22, 0.265, 0.322, 0.558, 0.692, 0.794, 0.715, 0.351, 0.201, 0.268, 0.43, 0.528, 0.349, 0.143, 0.545, 0.634, 0.771, 0.684, 0.802, 0.807, 0.831, 0.779, 0.505, 0.141, 0.277, 0.508, 0.479, 0.136, 0.23, 0.279, 0.383, 0.293, 0.116, 0.17, 0.129, 0.091, 0.08, 0.057, 0.02, 0.011, 0.015, 0.0080, 0.018, 0.0070, 0.0080, 0.0040, 0.012, 0.0030, 0.0040, 0.0080, 0.0050, R
