@relation  letter
@attribute X-box numeric
@attribute Y-box numeric
@attribute Width numeric
@attribute High numeric
@attribute Onpix numeric
@attribute X-bar numeric
@attribute Y-bar numeric
@attribute X2bar numeric
@attribute Y2bar numeric
@attribute Xybar numeric
@attribute X2ybr numeric
@attribute Xy2br numeric
@attribute X-ege numeric
@attribute Xegvy numeric
@attribute Y-ege numeric
@attribute Yegvx numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}


@data
4, 11, 5, 8, 3, 7, 7, 15, 1, 7, 6, 8, 3, 8, 0, 8, H
5, 10, 7, 8, 7, 7, 7, 6, 7, 7, 6, 8, 6, 8, 4, 8, H
6, 10, 8, 8, 11, 8, 9, 5, 3, 6, 7, 7, 8, 7, 11, 9, H
2, 1, 3, 2, 2, 6, 7, 6, 5, 7, 6, 8, 3, 8, 3, 8, H
3, 4, 5, 3, 3, 7, 7, 3, 6, 10, 6, 8, 3, 8, 3, 8, H
3, 3, 5, 2, 2, 7, 8, 3, 6, 10, 7, 7, 3, 8, 3, 8, H
2, 4, 3, 2, 2, 6, 7, 5, 6, 7, 6, 8, 3, 8, 3, 8, H
3, 5, 5, 3, 3, 6, 7, 6, 6, 7, 6, 9, 3, 8, 3, 8, H
4, 6, 6, 4, 5, 7, 8, 5, 6, 7, 5, 8, 3, 8, 3, 8, H
3, 8, 4, 6, 4, 7, 7, 13, 1, 7, 6, 8, 3, 8, 0, 8, H
5, 9, 5, 6, 2, 7, 8, 15, 0, 7, 5, 8, 3, 8, 0, 8, H
4, 9, 5, 6, 2, 7, 6, 15, 1, 7, 7, 8, 3, 8, 0, 8, H
3, 5, 5, 4, 3, 9, 6, 3, 6, 10, 4, 8, 3, 8, 3, 9, H
3, 5, 6, 3, 3, 7, 7, 3, 6, 10, 6, 8, 3, 8, 3, 7, H
6, 8, 8, 6, 5, 10, 6, 4, 6, 10, 2, 7, 4, 7, 4, 9, H
3, 6, 4, 4, 2, 7, 8, 14, 1, 7, 5, 8, 3, 8, 0, 8, H
2, 3, 4, 1, 2, 8, 8, 3, 5, 10, 5, 7, 3, 8, 3, 7, H
6, 8, 9, 6, 5, 8, 7, 3, 6, 10, 5, 7, 3, 8, 3, 7, H
3, 5, 4, 4, 4, 9, 7, 6, 6, 7, 6, 6, 3, 8, 3, 7, H
5, 9, 8, 7, 5, 7, 7, 3, 6, 10, 6, 8, 3, 8, 3, 7, H
3, 7, 4, 5, 5, 7, 5, 4, 4, 6, 5, 8, 4, 8, 5, 7, H
2, 4, 3, 3, 2, 8, 8, 6, 6, 7, 5, 7, 3, 8, 3, 7, H
7, 11, 10, 8, 9, 9, 7, 3, 6, 10, 4, 7, 5, 6, 4, 9, H
6, 10, 6, 6, 4, 5, 8, 3, 4, 10, 9, 9, 6, 10, 5, 8, H
3, 6, 4, 4, 5, 7, 8, 4, 2, 7, 6, 7, 7, 9, 7, 8, H
5, 7, 7, 5, 5, 8, 7, 3, 6, 10, 6, 9, 3, 8, 3, 8, H
2, 1, 2, 1, 2, 8, 8, 5, 5, 7, 6, 8, 3, 8, 2, 7, H
8, 12, 8, 6, 4, 9, 8, 4, 5, 8, 4, 5, 6, 9, 5, 9, H
5, 5, 5, 7, 3, 7, 8, 15, 1, 7, 5, 8, 3, 8, 0, 8, H
3, 5, 5, 4, 3, 7, 7, 3, 6, 10, 6, 8, 3, 8, 3, 8, H
6, 8, 9, 6, 5, 7, 7, 3, 7, 10, 6, 8, 3, 8, 3, 8, H
4, 2, 5, 3, 4, 7, 7, 6, 6, 7, 6, 8, 3, 8, 3, 9, H
7, 10, 10, 7, 8, 7, 8, 2, 6, 10, 7, 8, 5, 9, 4, 8, H
3, 8, 5, 6, 7, 8, 6, 4, 3, 7, 6, 7, 6, 7, 8, 9, H
4, 7, 6, 5, 5, 7, 8, 5, 5, 7, 6, 8, 6, 7, 5, 9, H
3, 4, 4, 2, 3, 8, 7, 6, 6, 7, 6, 8, 6, 8, 4, 7, H
4, 9, 6, 6, 7, 7, 7, 6, 6, 7, 6, 9, 3, 8, 3, 8, H
3, 6, 3, 4, 3, 8, 8, 12, 1, 7, 5, 8, 3, 8, 0, 8, H
5, 10, 7, 8, 7, 8, 8, 7, 6, 7, 6, 7, 3, 8, 3, 7, H
5, 10, 5, 7, 3, 7, 5, 15, 2, 7, 9, 8, 3, 8, 0, 8, H
9, 12, 9, 7, 6, 10, 6, 4, 5, 11, 2, 7, 6, 7, 5, 8, H
5, 6, 7, 4, 4, 8, 8, 3, 6, 10, 5, 7, 3, 8, 3, 8, H
1, 0, 2, 0, 0, 7, 8, 11, 1, 7, 6, 8, 2, 8, 0, 8, H
10, 12, 9, 7, 5, 7, 7, 5, 5, 8, 9, 8, 7, 11, 5, 9, H
4, 7, 5, 5, 4, 8, 7, 6, 6, 7, 6, 9, 6, 8, 3, 8, H
4, 3, 4, 4, 2, 7, 6, 14, 1, 7, 8, 8, 3, 8, 0, 8, H
4, 9, 4, 7, 4, 7, 7, 13, 1, 7, 6, 8, 3, 8, 0, 8, H
5, 7, 7, 5, 5, 6, 7, 6, 7, 7, 6, 8, 6, 8, 3, 8, H
1, 0, 1, 1, 0, 7, 7, 11, 1, 7, 6, 8, 3, 8, 0, 8, H
5, 6, 7, 4, 4, 5, 8, 4, 6, 10, 8, 9, 3, 8, 3, 7, H
3, 5, 5, 3, 3, 8, 6, 2, 6, 10, 5, 8, 3, 7, 3, 8, H
4, 5, 4, 7, 3, 7, 8, 15, 1, 7, 5, 8, 3, 8, 0, 8, H
4, 7, 6, 9, 5, 10, 11, 3, 2, 7, 8, 8, 3, 11, 7, 10, H
3, 7, 4, 5, 4, 6, 6, 7, 6, 6, 7, 9, 3, 9, 3, 8, H
3, 3, 3, 4, 2, 7, 8, 14, 1, 7, 5, 8, 3, 8, 0, 8, H
3, 8, 5, 6, 7, 8, 9, 5, 3, 7, 7, 7, 9, 8, 9, 8, H
4, 11, 6, 8, 7, 7, 7, 5, 6, 7, 6, 9, 6, 8, 3, 8, H
7, 13, 7, 8, 6, 7, 7, 3, 4, 10, 5, 8, 6, 9, 5, 8, H
8, 10, 8, 5, 5, 8, 8, 3, 5, 10, 3, 7, 6, 5, 4, 7, H
6, 6, 6, 8, 3, 7, 8, 15, 0, 7, 5, 8, 3, 8, 0, 8, H
3, 8, 4, 6, 2, 7, 7, 0, 7, 13, 6, 8, 0, 8, 1, 8, I
1, 4, 2, 3, 1, 7, 8, 0, 7, 13, 6, 8, 0, 8, 1, 7, I
1, 10, 0, 7, 1, 7, 7, 5, 3, 7, 6, 8, 0, 8, 0, 8, I
2, 6, 3, 4, 1, 7, 7, 0, 8, 14, 6, 8, 0, 8, 1, 8, I
1, 3, 2, 2, 1, 7, 8, 1, 7, 13, 6, 8, 0, 8, 1, 7, I
1, 10, 0, 7, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 11, 6, 8, 3, 7, 7, 0, 8, 14, 6, 8, 0, 8, 1, 8, I
2, 7, 3, 5, 2, 7, 7, 0, 6, 13, 6, 8, 0, 8, 1, 8, I
0, 0, 0, 1, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
2, 8, 2, 6, 2, 7, 7, 0, 8, 7, 6, 8, 0, 8, 3, 8, I
1, 1, 1, 2, 1, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
1, 7, 0, 4, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
1, 4, 0, 6, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
3, 9, 5, 6, 6, 10, 6, 2, 5, 8, 5, 5, 3, 8, 5, 7, I
1, 6, 0, 4, 1, 7, 7, 5, 3, 7, 6, 8, 0, 8, 0, 8, I
0, 1, 0, 1, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
5, 10, 6, 8, 3, 9, 6, 2, 7, 7, 6, 5, 0, 8, 4, 7, I
0, 7, 0, 4, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 9, 4, 4, 2, 7, 10, 2, 5, 13, 5, 4, 1, 8, 5, 8, I
0, 3, 0, 4, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
1, 4, 2, 2, 1, 7, 7, 1, 7, 13, 6, 8, 0, 8, 1, 8, I
0, 6, 0, 4, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 11, 5, 8, 3, 7, 7, 0, 8, 14, 6, 8, 0, 8, 1, 8, I
1, 2, 1, 3, 1, 7, 7, 1, 7, 7, 6, 8, 0, 8, 3, 8, I
3, 5, 5, 6, 4, 8, 8, 4, 4, 7, 6, 8, 3, 7, 8, 8, I
1, 5, 0, 8, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
2, 8, 2, 6, 3, 7, 7, 0, 7, 7, 6, 8, 0, 8, 3, 8, I
5, 15, 5, 8, 3, 10, 6, 2, 5, 11, 4, 6, 2, 9, 5, 12, I
5, 9, 6, 7, 4, 7, 6, 2, 7, 7, 6, 9, 0, 9, 4, 8, I
1, 8, 0, 6, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
0, 3, 0, 1, 0, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
3, 9, 4, 7, 3, 7, 7, 0, 6, 13, 6, 8, 0, 8, 1, 8, I
1, 5, 1, 4, 1, 7, 7, 1, 7, 7, 6, 9, 0, 8, 3, 8, I
0, 3, 1, 2, 1, 7, 7, 1, 6, 7, 6, 8, 0, 8, 2, 8, I
3, 9, 4, 7, 3, 8, 6, 0, 7, 13, 6, 9, 0, 7, 2, 7, I
4, 12, 3, 6, 2, 11, 5, 4, 4, 12, 3, 7, 3, 8, 5, 10, I
3, 7, 4, 5, 2, 7, 7, 0, 7, 13, 6, 8, 0, 8, 1, 7, I
2, 7, 3, 5, 2, 8, 6, 0, 7, 13, 6, 9, 0, 8, 1, 8, I
1, 1, 1, 2, 1, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
1, 5, 0, 7, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
1, 8, 0, 5, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
1, 7, 0, 5, 1, 7, 7, 5, 3, 7, 6, 8, 0, 8, 0, 8, I
3, 11, 4, 8, 3, 9, 7, 0, 7, 13, 5, 8, 0, 8, 1, 8, I
3, 8, 4, 6, 2, 6, 9, 0, 7, 13, 7, 7, 0, 8, 1, 7, I
1, 9, 0, 6, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
7, 11, 6, 6, 3, 8, 8, 3, 6, 13, 4, 5, 2, 8, 6, 10, I
0, 3, 1, 2, 0, 7, 7, 1, 6, 13, 6, 8, 0, 8, 0, 7, I
1, 6, 1, 4, 1, 7, 7, 1, 6, 7, 6, 8, 0, 8, 2, 8, I
2, 5, 3, 4, 1, 7, 7, 0, 8, 13, 6, 8, 0, 8, 1, 8, I
4, 11, 6, 8, 4, 7, 9, 0, 8, 13, 6, 6, 1, 9, 2, 7, I
2, 7, 3, 5, 2, 6, 8, 0, 7, 13, 7, 8, 0, 8, 1, 7, I
5, 7, 6, 8, 6, 7, 9, 4, 5, 8, 7, 7, 4, 8, 9, 10, I
2, 9, 2, 7, 2, 7, 7, 0, 8, 7, 6, 8, 0, 8, 3, 8, I
5, 7, 7, 8, 6, 9, 8, 5, 5, 6, 5, 8, 3, 8, 9, 7, I
2, 10, 3, 8, 4, 7, 7, 0, 7, 7, 6, 8, 0, 8, 3, 8, I
1, 4, 2, 3, 1, 7, 7, 0, 7, 13, 6, 8, 0, 8, 1, 8, I
1, 10, 2, 8, 3, 7, 7, 0, 7, 7, 6, 8, 0, 8, 3, 8, I
1, 3, 2, 2, 0, 7, 7, 1, 7, 13, 6, 8, 0, 8, 0, 7, I
6, 8, 7, 6, 4, 5, 6, 3, 7, 7, 6, 12, 0, 9, 4, 8, I
1, 4, 1, 3, 1, 7, 7, 1, 7, 7, 6, 9, 0, 8, 2, 8, I
2, 9, 2, 7, 3, 7, 7, 0, 7, 7, 6, 8, 0, 8, 3, 8, I
2, 5, 3, 3, 1, 7, 8, 1, 7, 14, 6, 7, 0, 8, 1, 7, I
1, 11, 0, 8, 1, 7, 7, 5, 3, 7, 6, 8, 0, 8, 0, 8, I
3, 8, 5, 6, 3, 8, 6, 2, 7, 7, 6, 7, 0, 9, 4, 7, I
7, 14, 5, 8, 3, 9, 6, 6, 5, 13, 3, 7, 3, 8, 5, 11, I
6, 10, 7, 8, 4, 8, 4, 1, 6, 7, 7, 8, 1, 10, 4, 8, I
3, 4, 4, 5, 3, 7, 8, 4, 5, 7, 8, 7, 2, 9, 8, 9, I
7, 12, 5, 6, 2, 10, 5, 6, 4, 13, 3, 9, 3, 8, 4, 9, I
3, 9, 4, 6, 2, 7, 8, 0, 8, 14, 6, 6, 0, 8, 1, 7, I
4, 9, 4, 4, 2, 8, 8, 2, 4, 12, 5, 6, 1, 10, 5, 11, I
3, 5, 4, 6, 4, 7, 8, 5, 5, 6, 8, 7, 3, 10, 8, 8, I
2, 10, 5, 8, 5, 10, 7, 2, 5, 9, 5, 5, 3, 8, 6, 7, I
3, 8, 6, 6, 5, 8, 8, 4, 5, 9, 6, 4, 5, 10, 4, 6, I
4, 10, 7, 8, 8, 10, 6, 2, 4, 8, 4, 4, 3, 8, 5, 7, I
3, 10, 4, 8, 3, 13, 3, 7, 4, 13, 3, 10, 1, 6, 0, 8, J
2, 8, 3, 6, 2, 10, 6, 1, 7, 11, 3, 7, 0, 7, 1, 7, J
1, 4, 2, 3, 1, 10, 6, 2, 5, 11, 4, 9, 1, 7, 1, 7, J
2, 4, 3, 7, 1, 12, 3, 9, 4, 13, 5, 12, 1, 6, 0, 8, J
1, 2, 2, 3, 1, 10, 6, 2, 6, 12, 4, 9, 0, 7, 1, 8, J
2, 5, 5, 3, 2, 9, 5, 4, 5, 14, 6, 12, 1, 6, 0, 7, J
3, 9, 5, 7, 3, 5, 7, 3, 5, 15, 8, 11, 1, 6, 1, 7, J
1, 6, 2, 4, 1, 12, 3, 9, 3, 13, 6, 12, 1, 6, 0, 8, J
3, 6, 5, 4, 4, 8, 8, 4, 3, 8, 4, 7, 4, 9, 5, 4, J
3, 7, 5, 5, 2, 8, 5, 5, 5, 15, 7, 12, 1, 6, 1, 6, J
1, 6, 2, 4, 1, 10, 6, 1, 7, 11, 3, 7, 0, 7, 1, 7, J
6, 10, 5, 7, 3, 7, 10, 2, 3, 12, 5, 5, 2, 8, 7, 9, J
1, 2, 2, 3, 1, 10, 6, 2, 6, 12, 4, 8, 1, 6, 1, 7, J
3, 7, 4, 5, 2, 8, 6, 2, 6, 14, 5, 9, 0, 7, 0, 7, J
5, 8, 6, 6, 3, 8, 8, 1, 6, 14, 5, 7, 1, 6, 1, 8, J
2, 2, 4, 4, 2, 10, 6, 2, 6, 12, 4, 8, 1, 6, 1, 7, J
4, 9, 4, 7, 2, 8, 9, 2, 4, 13, 4, 5, 1, 8, 6, 8, J
1, 5, 3, 4, 1, 9, 6, 2, 6, 14, 5, 10, 0, 7, 0, 7, J
4, 8, 5, 6, 3, 9, 7, 2, 6, 14, 3, 7, 0, 7, 0, 8, J
3, 11, 4, 9, 3, 9, 7, 2, 7, 11, 3, 7, 1, 6, 2, 6, J
4, 11, 6, 8, 3, 8, 5, 5, 6, 14, 7, 12, 1, 6, 1, 7, J
1, 3, 3, 2, 1, 8, 6, 3, 6, 14, 5, 10, 0, 7, 0, 7, J
2, 6, 2, 4, 1, 12, 2, 9, 3, 13, 5, 13, 1, 6, 0, 8, J
0, 0, 1, 0, 0, 12, 4, 5, 3, 12, 5, 11, 0, 7, 0, 8, J
5, 10, 4, 8, 3, 9, 8, 2, 3, 11, 6, 7, 2, 10, 6, 12, J
2, 8, 2, 6, 1, 14, 3, 4, 5, 12, 1, 9, 0, 7, 0, 8, J
4, 5, 6, 5, 5, 8, 8, 4, 6, 7, 6, 8, 3, 9, 8, 8, J
2, 7, 4, 5, 2, 7, 8, 2, 5, 14, 5, 7, 0, 6, 1, 7, J
2, 4, 3, 3, 1, 11, 6, 1, 6, 11, 3, 7, 0, 7, 0, 7, J
4, 9, 6, 7, 2, 10, 5, 4, 7, 15, 3, 9, 0, 7, 0, 8, J
2, 6, 2, 4, 1, 13, 4, 5, 4, 13, 2, 9, 0, 7, 0, 8, J
1, 3, 2, 1, 0, 8, 6, 3, 5, 14, 7, 11, 1, 7, 0, 7, J
4, 8, 6, 6, 2, 8, 5, 5, 5, 14, 8, 13, 1, 6, 1, 7, J
4, 11, 6, 8, 4, 9, 6, 3, 6, 14, 4, 9, 0, 6, 1, 7, J
1, 7, 2, 5, 1, 9, 6, 2, 7, 11, 4, 8, 0, 7, 1, 6, J
1, 3, 2, 2, 1, 10, 6, 2, 5, 12, 4, 9, 0, 7, 1, 7, J
2, 10, 3, 7, 3, 8, 6, 2, 4, 11, 5, 10, 1, 6, 2, 6, J
5, 9, 6, 6, 2, 9, 4, 3, 9, 15, 4, 11, 0, 7, 0, 8, J
3, 9, 5, 6, 2, 7, 5, 4, 5, 14, 7, 12, 1, 6, 1, 6, J
1, 3, 2, 2, 1, 11, 6, 1, 6, 11, 3, 7, 0, 7, 0, 8, J
6, 9, 8, 10, 7, 7, 8, 4, 6, 7, 7, 7, 4, 8, 10, 10, J
1, 1, 2, 2, 1, 10, 6, 3, 5, 12, 4, 10, 1, 7, 1, 7, J
3, 7, 4, 5, 1, 7, 7, 3, 7, 15, 6, 10, 0, 7, 1, 7, J
3, 10, 4, 8, 1, 13, 2, 9, 4, 14, 5, 13, 1, 6, 0, 8, J
0, 0, 1, 1, 0, 12, 4, 5, 3, 12, 4, 11, 0, 7, 0, 8, J
3, 10, 4, 8, 2, 14, 3, 5, 5, 13, 1, 9, 0, 7, 0, 8, J
3, 9, 4, 7, 1, 12, 2, 10, 4, 13, 6, 13, 1, 6, 0, 8, J
2, 8, 3, 6, 1, 13, 2, 8, 4, 13, 4, 12, 1, 6, 0, 8, J
4, 11, 5, 8, 4, 6, 7, 3, 5, 15, 7, 11, 1, 6, 1, 6, J
5, 10, 6, 8, 3, 6, 9, 3, 6, 15, 7, 8, 2, 8, 2, 8, J
2, 4, 4, 3, 1, 8, 8, 1, 6, 14, 5, 7, 0, 7, 0, 8, J
3, 8, 5, 6, 5, 9, 7, 3, 3, 8, 4, 5, 4, 8, 6, 5, J
4, 7, 5, 5, 2, 8, 6, 3, 7, 15, 5, 10, 0, 7, 1, 7, J
4, 6, 6, 7, 5, 8, 9, 5, 5, 7, 7, 9, 3, 7, 8, 6, J
1, 0, 1, 1, 0, 12, 3, 6, 3, 13, 5, 11, 0, 7, 0, 8, J
8, 12, 6, 9, 4, 10, 6, 2, 5, 12, 5, 7, 2, 10, 6, 12, J
2, 6, 2, 4, 1, 13, 2, 8, 4, 13, 4, 12, 0, 7, 0, 8, J
4, 8, 3, 12, 3, 8, 7, 3, 3, 11, 4, 5, 3, 8, 7, 10, J
5, 10, 7, 8, 5, 9, 4, 5, 6, 8, 5, 6, 2, 8, 4, 6, J
4, 10, 6, 8, 6, 9, 8, 4, 4, 9, 3, 7, 4, 8, 7, 5, J
2, 8, 3, 6, 1, 11, 3, 10, 3, 13, 7, 13, 1, 6, 0, 8, J
6, 10, 9, 7, 6, 8, 6, 4, 6, 8, 6, 7, 3, 6, 4, 7, J
3, 10, 4, 8, 1, 11, 2, 11, 3, 12, 8, 14, 1, 6, 0, 8, J
5, 10, 6, 7, 7, 9, 6, 3, 4, 7, 5, 5, 5, 6, 6, 5, J
5, 10, 6, 8, 5, 8, 5, 8, 5, 8, 7, 8, 2, 7, 4, 6, J
4, 5, 6, 6, 5, 8, 10, 4, 4, 7, 7, 9, 3, 7, 7, 5, J
2, 4, 4, 3, 1, 8, 6, 3, 6, 14, 6, 10, 0, 7, 0, 7, J
2, 5, 4, 3, 1, 7, 7, 3, 6, 14, 6, 10, 1, 6, 1, 7, J
3, 4, 4, 5, 3, 8, 8, 4, 5, 7, 6, 8, 3, 8, 8, 9, J
3, 9, 4, 6, 2, 14, 3, 5, 5, 13, 2, 9, 0, 7, 0, 8, J
2, 9, 3, 6, 3, 11, 5, 2, 6, 11, 2, 7, 0, 7, 1, 7, J
2, 3, 3, 5, 1, 14, 1, 7, 5, 14, 2, 11, 0, 7, 0, 8, J
2, 8, 2, 6, 1, 15, 4, 3, 5, 12, 1, 7, 0, 8, 0, 8, J
6, 9, 4, 13, 4, 7, 9, 3, 3, 13, 4, 5, 3, 8, 6, 9, J
7, 9, 5, 13, 4, 6, 9, 3, 3, 12, 6, 5, 3, 8, 8, 8, J
7, 9, 10, 7, 7, 2, 9, 2, 7, 10, 11, 11, 5, 7, 4, 4, K
1, 1, 1, 1, 0, 4, 6, 6, 2, 7, 6, 10, 3, 8, 2, 10, K
4, 3, 4, 5, 1, 4, 8, 9, 1, 7, 6, 11, 3, 8, 2, 11, K
4, 5, 7, 4, 4, 6, 7, 2, 7, 10, 7, 10, 3, 8, 3, 8, K
7, 9, 7, 4, 3, 7, 8, 3, 7, 9, 6, 8, 6, 8, 3, 7, K
2, 3, 3, 2, 2, 6, 7, 4, 7, 6, 6, 10, 3, 8, 4, 9, K
3, 6, 4, 4, 4, 6, 7, 3, 7, 6, 6, 9, 3, 8, 6, 10, K
5, 7, 7, 5, 4, 8, 7, 2, 7, 10, 3, 8, 4, 9, 4, 9, K
3, 8, 4, 6, 2, 3, 7, 8, 3, 7, 6, 11, 4, 8, 3, 11, K
7, 11, 10, 8, 6, 4, 9, 2, 8, 10, 10, 10, 3, 8, 4, 6, K
6, 9, 8, 6, 8, 8, 8, 5, 5, 7, 6, 6, 8, 7, 8, 13, K
4, 8, 5, 6, 7, 8, 7, 3, 4, 6, 6, 8, 6, 8, 7, 5, K
6, 10, 5, 5, 3, 7, 8, 3, 6, 9, 9, 9, 6, 11, 3, 6, K
3, 1, 4, 2, 2, 6, 7, 4, 7, 7, 6, 10, 3, 8, 4, 9, K
2, 4, 3, 2, 2, 5, 7, 4, 7, 7, 7, 11, 3, 9, 5, 10, K
2, 3, 4, 2, 2, 8, 7, 1, 6, 10, 5, 8, 3, 8, 2, 8, K
3, 6, 5, 4, 3, 6, 7, 1, 7, 10, 7, 10, 3, 8, 3, 8, K
4, 8, 6, 7, 5, 9, 6, 2, 3, 8, 3, 8, 5, 7, 6, 11, K
6, 9, 9, 6, 6, 5, 7, 1, 7, 10, 9, 11, 4, 6, 4, 7, K
7, 9, 9, 6, 7, 9, 5, 1, 7, 10, 3, 9, 8, 5, 7, 10, K
5, 11, 6, 8, 2, 3, 7, 8, 2, 7, 6, 11, 4, 8, 2, 11, K
8, 14, 8, 8, 4, 7, 7, 3, 6, 9, 9, 9, 6, 11, 4, 7, K
5, 9, 8, 7, 9, 8, 6, 3, 5, 6, 6, 8, 8, 6, 9, 5, K
5, 10, 7, 8, 7, 6, 6, 3, 7, 6, 6, 8, 7, 8, 5, 9, K
4, 6, 5, 8, 2, 3, 7, 8, 2, 7, 5, 12, 3, 8, 3, 10, K
4, 5, 7, 3, 4, 6, 8, 1, 7, 10, 7, 10, 3, 8, 3, 7, K
3, 3, 3, 4, 1, 3, 7, 8, 3, 7, 6, 11, 4, 8, 2, 11, K
2, 3, 2, 1, 2, 6, 7, 4, 6, 6, 6, 10, 3, 8, 4, 9, K
2, 3, 4, 2, 2, 6, 7, 1, 6, 10, 7, 10, 3, 8, 2, 8, K
3, 2, 4, 4, 3, 5, 7, 4, 8, 7, 6, 11, 3, 8, 5, 9, K
8, 13, 8, 7, 4, 9, 7, 3, 7, 9, 3, 6, 5, 8, 4, 8, K
2, 3, 4, 1, 2, 4, 8, 2, 6, 10, 9, 10, 2, 8, 2, 7, K
8, 10, 7, 5, 3, 8, 7, 3, 7, 9, 7, 7, 6, 10, 4, 8, K
3, 5, 5, 4, 3, 8, 7, 2, 7, 10, 4, 9, 5, 10, 4, 9, K
5, 6, 7, 5, 6, 7, 7, 2, 4, 7, 3, 9, 6, 4, 8, 10, K
4, 7, 6, 5, 5, 6, 6, 4, 6, 6, 5, 8, 7, 7, 7, 9, K
3, 4, 4, 2, 2, 5, 7, 4, 7, 7, 6, 10, 6, 8, 4, 9, K
5, 10, 6, 7, 2, 4, 7, 9, 2, 7, 6, 12, 3, 8, 3, 11, K
4, 5, 5, 4, 4, 5, 7, 4, 7, 6, 6, 10, 3, 8, 5, 8, K
6, 9, 8, 7, 6, 9, 5, 1, 6, 10, 4, 9, 5, 6, 5, 10, K
5, 9, 6, 7, 6, 5, 6, 5, 7, 6, 6, 13, 5, 7, 8, 9, K
3, 6, 5, 4, 5, 8, 6, 4, 4, 7, 6, 8, 6, 7, 6, 8, K
5, 10, 6, 7, 2, 3, 8, 8, 2, 7, 5, 11, 4, 8, 3, 10, K
3, 5, 5, 3, 2, 5, 8, 1, 7, 10, 8, 10, 3, 8, 3, 7, K
5, 5, 6, 7, 2, 4, 8, 8, 2, 7, 4, 11, 3, 8, 2, 11, K
5, 9, 7, 7, 4, 3, 8, 3, 7, 11, 10, 12, 3, 8, 4, 6, K
4, 7, 6, 5, 5, 5, 7, 4, 7, 6, 6, 11, 3, 8, 5, 9, K
1, 0, 2, 1, 0, 5, 7, 7, 1, 7, 6, 11, 3, 8, 2, 11, K
3, 7, 4, 5, 2, 3, 8, 7, 2, 7, 5, 11, 3, 8, 3, 11, K
5, 8, 7, 6, 5, 7, 7, 1, 6, 10, 5, 9, 3, 8, 3, 9, K
6, 10, 8, 8, 5, 6, 6, 2, 7, 10, 6, 10, 4, 8, 4, 8, K
4, 10, 6, 8, 6, 7, 7, 5, 4, 7, 5, 8, 4, 7, 9, 10, K
5, 7, 8, 5, 5, 3, 8, 2, 7, 10, 11, 11, 3, 7, 3, 5, K
5, 7, 8, 5, 5, 4, 9, 2, 6, 10, 9, 10, 3, 8, 3, 6, K
3, 3, 5, 2, 2, 6, 8, 2, 6, 10, 6, 9, 3, 9, 3, 7, K
6, 11, 9, 8, 5, 8, 8, 2, 7, 10, 4, 8, 3, 8, 3, 9, K
7, 12, 7, 7, 4, 11, 6, 4, 6, 11, 2, 6, 5, 8, 4, 10, K
1, 0, 1, 0, 0, 5, 7, 7, 0, 7, 6, 10, 2, 8, 2, 11, K
5, 9, 6, 6, 6, 6, 7, 4, 7, 6, 6, 10, 3, 8, 5, 9, K
4, 10, 5, 8, 4, 3, 6, 7, 4, 7, 7, 12, 3, 8, 3, 11, K
5, 11, 6, 8, 5, 4, 8, 8, 3, 6, 3, 11, 3, 8, 2, 11, K
6, 10, 8, 8, 6, 6, 7, 1, 7, 10, 6, 10, 3, 8, 4, 8, K
3, 7, 4, 5, 1, 3, 7, 7, 2, 7, 7, 11, 3, 8, 3, 10, K
6, 10, 8, 7, 6, 6, 7, 1, 6, 10, 7, 10, 3, 8, 4, 8, K
7, 12, 7, 7, 4, 5, 8, 3, 5, 10, 9, 11, 5, 9, 3, 7, K
4, 5, 6, 4, 3, 6, 8, 2, 7, 10, 6, 9, 4, 9, 3, 7, K
10, 12, 10, 7, 4, 9, 8, 4, 8, 9, 1, 5, 5, 6, 3, 9, K
6, 9, 9, 7, 9, 6, 8, 5, 4, 7, 5, 8, 4, 6, 10, 9, K
8, 10, 11, 8, 5, 4, 8, 4, 9, 12, 12, 11, 3, 8, 4, 5, K
5, 10, 8, 8, 6, 4, 9, 1, 6, 10, 9, 10, 3, 8, 3, 6, K
4, 10, 6, 7, 6, 6, 7, 3, 7, 6, 5, 8, 3, 8, 5, 9, K
