@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
7, 16, 112, 2.286, 0.313, 0.973, 1.75, 35, 109, 20, 1
10, 16, 160, 1.6, 0.544, 0.875, 7.25, 87, 140, 12, 1
11, 54, 594, 4.909, 0.316, 0.697, 2.07, 188, 414, 91, 1
6, 26, 156, 4.333, 0.288, 0.872, 1.29, 45, 136, 35, 1
9, 249, 2241, 27.667, 0.346, 0.77, 2.54, 776, 1725, 306, 1
10, 79, 790, 7.9, 0.306, 0.818, 1.89, 242, 646, 128, 1
6, 7, 42, 1.167, 0.5, 0.976, 2.1, 21, 41, 10, 1
6, 24, 144, 4.0, 0.264, 0.764, 1.46, 38, 110, 26, 1
11, 80, 880, 7.273, 0.492, 0.882, 4.98, 433, 776, 87, 1
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, 1
7, 12, 84, 1.714, 0.369, 0.857, 1.55, 31, 72, 20, 1
7, 39, 273, 5.571, 0.293, 0.733, 1.43, 80, 200, 56, 1
13, 85, 1105, 6.538, 0.327, 0.633, 2.76, 361, 700, 131, 1
7, 12, 84, 1.714, 0.226, 0.786, 1.9, 19, 66, 10, 1
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, 1
9, 52, 468, 5.778, 0.286, 0.652, 1.84, 134, 305, 73, 1
8, 21, 168, 2.625, 0.339, 0.673, 1.97, 57, 113, 29, 1
7, 9, 63, 1.286, 0.46, 0.889, 2.42, 29, 56, 12, 1
5, 39, 195, 7.8, 0.395, 0.826, 3.67, 77, 161, 21, 1
8, 48, 384, 6.0, 0.328, 0.885, 2.0, 126, 340, 63, 1
8, 12, 96, 1.5, 0.406, 0.885, 2.17, 39, 85, 18, 1
9, 245, 2205, 27.222, 0.16, 0.607, 1.39, 353, 1338, 254, 1
6, 13, 78, 2.167, 0.359, 1.0, 1.87, 28, 78, 15, 1
8, 109, 872, 13.625, 0.219, 0.595, 1.61, 191, 519, 119, 1
9, 7, 63, 0.778, 0.286, 0.778, 2.0, 18, 49, 9, 1
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, 1
7, 41, 287, 5.857, 0.261, 0.885, 1.32, 75, 254, 57, 1
8, 38, 304, 4.75, 0.25, 0.73, 1.38, 76, 222, 55, 1
9, 91, 819, 10.111, 0.233, 0.789, 1.71, 191, 646, 112, 1
9, 272, 2448, 30.222, 0.277, 0.67, 1.86, 679, 1640, 365, 1
25, 291, 7275, 11.64, 0.466, 0.957, 7.34, 3392, 6963, 462, 1
6, 46, 276, 7.667, 0.217, 0.804, 2.0, 60, 222, 30, 1
6, 28, 168, 4.667, 0.327, 0.589, 2.12, 55, 99, 26, 1
8, 37, 296, 4.625, 0.375, 0.922, 1.61, 111, 273, 69, 1
7, 100, 700, 14.286, 0.294, 0.633, 1.67, 206, 443, 123, 1
10, 15, 150, 1.5, 0.3, 1.0, 1.88, 45, 150, 24, 1
9, 218, 1962, 24.222, 0.148, 0.582, 1.43, 290, 1141, 203, 1
9, 42, 378, 4.667, 0.235, 0.603, 1.37, 89, 228, 65, 1
5, 14, 70, 2.8, 0.386, 0.857, 1.69, 27, 60, 16, 1
10, 61, 610, 6.1, 0.29, 0.657, 2.16, 177, 401, 82, 1
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, 1
8, 9, 72, 1.125, 0.403, 0.722, 1.93, 29, 52, 15, 1
7, 20, 140, 2.857, 0.464, 1.0, 2.24, 65, 140, 29, 1
9, 12, 108, 1.333, 0.454, 1.0, 1.69, 49, 108, 29, 1
7, 30, 210, 4.286, 0.305, 0.871, 1.64, 64, 183, 39, 1
9, 5, 45, 0.556, 0.467, 0.556, 10.5, 21, 25, 2, 1
8, 18, 144, 2.25, 0.396, 0.882, 1.84, 57, 127, 31, 1
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, 1
6, 18, 108, 3.0, 0.5, 0.991, 2.45, 54, 107, 22, 1
11, 20, 220, 1.818, 0.564, 0.909, 8.27, 124, 200, 15, 1
10, 119, 1190, 11.9, 0.392, 0.891, 2.46, 467, 1060, 190, 1
9, 21, 189, 2.333, 0.323, 0.81, 1.79, 61, 153, 34, 1
8, 7, 56, 0.875, 0.357, 0.964, 1.82, 20, 54, 11, 1
9, 101, 909, 11.222, 0.256, 0.688, 1.71, 233, 625, 136, 1
6, 33, 198, 5.5, 0.247, 0.813, 1.2, 49, 161, 41, 1
7, 31, 217, 4.429, 0.461, 0.991, 2.44, 100, 215, 41, 1
10, 103, 1030, 10.3, 0.25, 0.61, 1.77, 258, 628, 146, 1
6, 81, 486, 13.5, 0.282, 0.852, 1.26, 137, 414, 109, 1
9, 56, 504, 6.222, 0.21, 0.603, 1.26, 106, 304, 84, 1
7, 35, 245, 5.0, 0.453, 0.873, 2.47, 111, 214, 45, 1
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, 1
7, 46, 322, 6.571, 0.155, 0.587, 4.17, 50, 189, 12, 1
4, 18, 72, 4.5, 0.25, 0.528, 2.57, 18, 38, 7, 1
11, 7, 77, 0.636, 0.468, 1.0, 3.6, 36, 77, 10, 1
9, 121, 1089, 13.444, 0.322, 0.776, 2.08, 351, 845, 169, 1
5, 107, 535, 21.4, 0.247, 0.91, 1.43, 132, 487, 92, 1
14, 385, 5390, 27.5, 0.369, 0.561, 4.83, 1990, 3022, 412, 1
8, 15, 120, 1.875, 0.267, 0.908, 1.23, 32, 109, 26, 1
5, 19, 95, 3.8, 0.232, 0.4, 5.5, 22, 38, 4, 1
9, 42, 378, 4.667, 0.378, 0.841, 2.65, 143, 318, 54, 1
9, 87, 783, 9.667, 0.444, 0.962, 2.37, 348, 753, 147, 1
14, 44, 616, 3.143, 0.398, 0.766, 2.5, 245, 472, 98, 1
7, 9, 63, 1.286, 0.381, 0.857, 2.0, 24, 54, 12, 1
9, 225, 2025, 25.0, 0.198, 0.741, 1.41, 400, 1501, 283, 1
11, 337, 3707, 30.636, 0.179, 0.648, 2.09, 664, 2402, 318, 1
1, 40, 40, 40.0, 0.175, 1.0, 1.17, 7, 40, 6, 1
8, 43, 344, 5.375, 0.326, 0.75, 1.81, 112, 258, 62, 1
7, 96, 672, 13.714, 0.271, 0.688, 1.54, 182, 462, 118, 1
8, 12, 96, 1.5, 0.406, 0.896, 1.86, 39, 86, 21, 1
9, 99, 891, 11.0, 0.38, 0.93, 1.92, 339, 829, 177, 1
23, 87, 2001, 3.783, 0.286, 0.671, 2.36, 572, 1342, 242, 1
7, 29, 203, 4.143, 0.305, 0.837, 1.48, 62, 170, 42, 1
12, 331, 3972, 27.583, 0.237, 0.535, 2.19, 942, 2125, 431, 1
9, 82, 738, 9.111, 0.337, 0.821, 2.49, 249, 606, 100, 1
9, 40, 360, 4.444, 0.506, 0.964, 3.08, 182, 347, 59, 1
7, 2, 14, 0.286, 0.714, 0.714, 10.0, 10, 10, 1, 1
7, 2, 14, 0.286, 0.857, 0.857, 12.0, 12, 12, 1, 1
9, 52, 468, 5.778, 0.203, 0.626, 1.38, 95, 293, 69, 1
8, 19, 152, 2.375, 0.434, 0.664, 3.0, 66, 101, 22, 1
11, 102, 1122, 9.273, 0.223, 0.768, 1.53, 250, 862, 163, 1
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, 1
8, 343, 2744, 42.875, 0.129, 0.605, 1.2, 354, 1661, 294, 1
5, 3, 15, 0.6, 0.467, 1.0, 7.0, 7, 15, 1, 1
9, 21, 189, 2.333, 0.365, 0.82, 2.88, 69, 155, 24, 1
8, 20, 160, 2.5, 0.413, 0.981, 2.06, 66, 157, 32, 1
7, 121, 847, 17.286, 0.276, 0.607, 1.79, 234, 514, 131, 1
5, 15, 75, 3.0, 0.36, 0.933, 1.35, 27, 70, 20, 1
7, 13, 91, 1.857, 0.363, 0.835, 1.57, 33, 76, 21, 1
9, 36, 324, 4.0, 0.611, 0.926, 3.36, 198, 300, 59, 1
9, 535, 4815, 59.444, 0.156, 0.688, 1.35, 752, 3312, 555, 1
9, 278, 2502, 30.889, 0.258, 0.798, 1.62, 645, 1997, 398, 1
8, 18, 144, 2.25, 0.479, 0.986, 2.16, 69, 142, 32, 1
8, 31, 248, 3.875, 0.351, 0.839, 1.98, 87, 208, 44, 1
14, 18, 252, 1.286, 0.159, 0.607, 3.33, 40, 153, 12, 1
24, 186, 4464, 7.75, 0.514, 0.988, 7.55, 2296, 4410, 304, 1
11, 63, 693, 5.727, 0.332, 0.724, 2.77, 230, 502, 83, 1
9, 155, 1395, 17.222, 0.366, 0.723, 2.54, 511, 1008, 201, 1
7, 13, 91, 1.857, 0.286, 0.989, 1.73, 26, 90, 15, 1
6, 4, 24, 0.667, 0.458, 1.0, 2.2, 11, 24, 5, 1
5, 50, 250, 10.0, 0.36, 0.812, 1.58, 90, 203, 57, 1
6, 217, 1302, 36.167, 0.25, 0.684, 1.52, 326, 890, 214, 1
9, 16, 144, 1.778, 0.375, 1.0, 2.08, 54, 144, 26, 1
7, 38, 266, 5.429, 0.286, 0.748, 1.69, 76, 199, 45, 1
10, 98, 980, 9.8, 0.3, 0.781, 1.72, 294, 765, 171, 1
6, 11, 66, 1.833, 0.303, 0.712, 1.54, 20, 47, 13, 1
7, 11, 77, 1.571, 0.351, 0.87, 1.8, 27, 67, 15, 1
9, 40, 360, 4.444, 0.275, 0.875, 1.6, 99, 315, 62, 1
8, 16, 128, 2.0, 0.242, 0.602, 1.94, 31, 77, 16, 1
7, 11, 77, 1.571, 0.312, 0.987, 1.2, 24, 76, 20, 1
9, 23, 207, 2.556, 0.324, 0.986, 1.63, 67, 204, 41, 1
8, 69, 552, 8.625, 0.159, 0.772, 1.29, 88, 426, 68, 1
11, 84, 924, 7.636, 0.279, 0.679, 2.35, 258, 627, 110, 1
7, 33, 231, 4.714, 0.264, 0.844, 1.2, 61, 195, 51, 1
9, 30, 270, 3.333, 0.27, 0.796, 1.4, 73, 215, 52, 1
5, 18, 90, 3.6, 0.4, 0.811, 1.64, 36, 73, 22, 1
14, 18, 252, 1.286, 0.298, 0.655, 5.0, 75, 165, 15, 1
10, 51, 510, 5.1, 0.41, 0.667, 3.12, 209, 340, 67, 1
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, 1
8, 127, 1016, 15.875, 0.314, 0.825, 1.98, 319, 838, 161, 1
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, 1
8, 88, 704, 11.0, 0.195, 0.756, 1.49, 137, 532, 92, 1
9, 36, 324, 4.0, 0.491, 0.84, 3.31, 159, 272, 48, 1
9, 27, 243, 3.0, 0.358, 0.856, 1.85, 87, 208, 47, 1
10, 49, 490, 4.9, 0.529, 0.939, 3.01, 259, 460, 86, 1
7, 23, 161, 3.286, 0.447, 1.0, 1.95, 72, 161, 37, 1
6, 13, 78, 2.167, 0.308, 0.974, 1.41, 24, 76, 17, 1
9, 184, 1656, 20.444, 0.214, 0.798, 1.46, 354, 1322, 242, 1
17, 22, 374, 1.294, 0.321, 0.406, 8.57, 120, 152, 14, 1
8, 15, 120, 1.875, 0.475, 0.992, 2.59, 57, 119, 22, 1
8, 3, 24, 0.375, 0.458, 0.667, 2.2, 11, 16, 5, 1
9, 510, 4590, 56.667, 0.149, 0.592, 1.28, 684, 2717, 533, 1
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, 1
9, 81, 729, 9.0, 0.328, 0.916, 2.04, 239, 668, 117, 1
9, 274, 2466, 30.444, 0.158, 0.58, 1.31, 390, 1431, 298, 1
10, 83, 830, 8.3, 0.295, 0.725, 2.02, 245, 602, 121, 1
7, 164, 1148, 23.429, 0.281, 0.838, 1.6, 323, 962, 202, 1
7, 18, 126, 2.571, 0.167, 0.437, 2.63, 21, 55, 8, 1
11, 9, 99, 0.818, 0.545, 0.818, 9.0, 54, 81, 6, 1
11, 233, 2563, 21.182, 0.245, 0.677, 1.8, 629, 1734, 349, 1
12, 105, 1260, 8.75, 0.37, 0.717, 2.91, 466, 903, 160, 1
6, 59, 354, 9.833, 0.268, 0.692, 1.27, 95, 245, 75, 1
11, 9, 99, 0.818, 0.465, 0.687, 5.75, 46, 68, 8, 1
9, 47, 423, 5.222, 0.31, 0.78, 2.34, 131, 330, 56, 1
25, 203, 5075, 8.12, 0.837, 0.929, 15.22, 4246, 4713, 279, 1
8, 4, 32, 0.5, 0.469, 0.875, 5.0, 15, 28, 3, 1
7, 54, 378, 7.714, 0.235, 0.799, 1.53, 89, 302, 58, 1
5, 8, 40, 1.6, 0.55, 1.0, 2.44, 22, 40, 9, 1
7, 66, 462, 9.429, 0.294, 0.924, 1.46, 136, 427, 93, 1
5, 15, 75, 3.0, 0.507, 0.787, 3.17, 38, 59, 12, 1
9, 36, 324, 4.0, 0.531, 0.938, 2.82, 172, 304, 61, 1
14, 203, 2842, 14.5, 0.362, 0.67, 4.36, 1028, 1904, 236, 1
10, 39, 390, 3.9, 0.308, 0.721, 1.69, 120, 281, 71, 1
5, 28, 140, 5.6, 0.307, 0.821, 1.39, 43, 115, 31, 1
25, 185, 4625, 7.4, 0.479, 0.95, 7.24, 2214, 4395, 306, 1
16, 417, 6672, 26.063, 0.381, 0.652, 5.29, 2543, 4349, 481, 1
8, 50, 400, 6.25, 0.253, 0.8, 2.3, 101, 320, 44, 1
6, 4, 24, 0.667, 0.625, 0.792, 5.0, 15, 19, 3, 1
7, 34, 238, 4.857, 0.252, 1.0, 1.43, 60, 238, 42, 1
10, 262, 2620, 26.2, 0.273, 0.703, 1.83, 716, 1841, 391, 1
9, 19, 171, 2.111, 0.292, 0.76, 2.63, 50, 130, 19, 1
9, 47, 423, 5.222, 0.279, 0.773, 1.53, 118, 327, 77, 1
7, 42, 294, 6.0, 0.293, 0.857, 2.61, 86, 252, 33, 1
10, 4, 40, 0.4, 0.35, 0.9, 1.75, 14, 36, 8, 1
1, 77, 77, 77.0, 0.325, 1.0, 1.04, 25, 77, 24, 1
10, 261, 2610, 26.1, 0.264, 0.679, 1.77, 689, 1771, 390, 1
9, 36, 324, 4.0, 0.42, 0.889, 2.0, 136, 288, 68, 1
12, 335, 4020, 27.917, 0.4, 0.677, 4.61, 1606, 2722, 348, 1
11, 122, 1342, 11.091, 0.256, 0.656, 1.94, 344, 881, 177, 1
4, 4, 16, 1.0, 0.438, 0.438, 7.0, 7, 7, 1, 1
24, 117, 2808, 4.875, 0.347, 0.729, 2.88, 975, 2048, 338, 1
7, 9, 63, 1.286, 0.444, 0.825, 3.11, 28, 52, 9, 1
10, 508, 5080, 50.8, 0.131, 0.51, 1.27, 667, 2593, 527, 1
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, 1
7, 118, 826, 16.857, 0.386, 0.869, 2.26, 319, 718, 141, 1
13, 38, 494, 2.923, 0.324, 0.935, 3.81, 160, 462, 42, 1
7, 17, 119, 2.429, 0.412, 0.807, 2.58, 49, 96, 19, 1
10, 28, 280, 2.8, 0.293, 0.8, 2.0, 82, 224, 41, 1
9, 12, 108, 1.333, 0.407, 1.0, 1.63, 44, 108, 27, 1
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, 1
8, 25, 200, 3.125, 0.415, 1.0, 1.89, 83, 200, 44, 1
8, 24, 192, 3.0, 0.339, 0.917, 1.81, 65, 176, 36, 1
6, 12, 72, 2.0, 0.361, 0.903, 1.44, 26, 65, 18, 1
6, 12, 72, 2.0, 0.278, 1.0, 2.22, 20, 72, 9, 1
6, 17, 102, 2.833, 0.343, 0.873, 1.3, 35, 89, 27, 1
12, 83, 996, 6.917, 0.253, 0.756, 1.75, 252, 753, 144, 1
8, 10, 80, 1.25, 0.4, 0.825, 2.0, 32, 66, 16, 1
5, 39, 195, 7.8, 0.41, 0.867, 1.67, 80, 169, 48, 1
8, 195, 1560, 24.375, 0.175, 0.965, 1.24, 273, 1506, 221, 1
6, 28, 168, 4.667, 0.369, 0.78, 1.77, 62, 131, 35, 1
7, 11, 77, 1.571, 0.312, 0.844, 1.33, 24, 65, 18, 1
10, 17, 170, 1.7, 0.535, 0.853, 7.58, 91, 145, 12, 1
6, 101, 606, 16.833, 0.393, 0.752, 1.98, 238, 456, 120, 1
9, 107, 963, 11.889, 0.375, 0.861, 1.94, 361, 829, 186, 1
10, 508, 5080, 50.8, 0.1, 0.343, 1.36, 506, 1742, 372, 1
9, 63, 567, 7.0, 0.298, 0.787, 2.01, 169, 446, 84, 1
8, 99, 792, 12.375, 0.351, 0.962, 1.66, 278, 762, 167, 1
10, 18, 180, 1.8, 0.294, 0.872, 2.3, 53, 157, 23, 1
10, 62, 620, 6.2, 0.265, 0.656, 2.19, 164, 407, 75, 1
8, 32, 256, 4.0, 0.336, 0.789, 2.46, 86, 202, 35, 1
5, 30, 150, 6.0, 0.16, 0.66, 1.71, 24, 99, 14, 1
10, 55, 550, 5.5, 0.678, 0.827, 6.32, 373, 455, 59, 1
11, 205, 2255, 18.636, 0.371, 0.717, 3.01, 837, 1616, 278, 1
7, 42, 294, 6.0, 0.262, 0.738, 1.79, 77, 217, 43, 1
13, 217, 2821, 16.692, 0.361, 0.686, 3.05, 1019, 1934, 334, 1
13, 67, 871, 5.154, 0.441, 0.83, 5.19, 384, 723, 74, 1
13, 487, 6331, 37.462, 0.247, 0.63, 2.1, 1564, 3988, 745, 1
7, 46, 322, 6.571, 0.304, 0.963, 2.58, 98, 310, 38, 1
8, 13, 104, 1.625, 0.471, 1.0, 1.81, 49, 104, 27, 1
12, 56, 672, 4.667, 0.256, 0.827, 2.02, 172, 556, 85, 1
6, 11, 66, 1.833, 0.197, 0.848, 1.3, 13, 56, 10, 1
10, 99, 990, 9.9, 0.264, 0.774, 1.92, 261, 766, 136, 1
9, 18, 162, 2.0, 0.309, 0.901, 2.63, 50, 146, 19, 1
6, 51, 306, 8.5, 0.294, 0.775, 1.48, 90, 237, 61, 1
9, 180, 1620, 20.0, 0.16, 0.523, 1.39, 259, 847, 186, 1
7, 141, 987, 20.143, 0.163, 0.787, 1.16, 161, 777, 139, 1
10, 22, 220, 2.2, 0.377, 0.614, 2.44, 83, 135, 34, 1
9, 186, 1674, 20.667, 0.425, 0.786, 3.24, 712, 1315, 220, 1
8, 12, 96, 1.5, 0.385, 0.896, 1.68, 37, 86, 22, 1
2, 17, 34, 8.5, 0.324, 1.0, 2.75, 11, 34, 4, 1
10, 227, 2270, 22.7, 0.225, 0.97, 1.64, 510, 2202, 311, 1
8, 21, 168, 2.625, 0.548, 1.0, 3.54, 92, 168, 26, 1
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, 1
5, 6, 30, 1.2, 0.433, 0.9, 1.63, 13, 27, 8, 1
9, 22, 198, 2.444, 0.192, 0.697, 1.31, 38, 138, 29, 1
8, 32, 256, 4.0, 0.402, 0.496, 34.33, 103, 127, 3, 1
6, 189, 1134, 31.5, 0.324, 0.83, 1.62, 367, 941, 227, 1
7, 14, 98, 2.0, 0.184, 0.612, 18.0, 18, 60, 1, 1
7, 14, 98, 2.0, 0.347, 1.0, 2.0, 34, 98, 17, 1
11, 123, 1353, 11.182, 0.25, 0.514, 1.95, 338, 695, 173, 1
11, 119, 1309, 10.818, 0.236, 0.747, 1.75, 309, 978, 177, 1
9, 14, 126, 1.556, 0.278, 1.0, 2.06, 35, 126, 17, 1
11, 183, 2013, 16.636, 0.481, 0.747, 4.66, 969, 1503, 208, 1
7, 30, 210, 4.286, 0.3, 0.886, 1.43, 63, 186, 44, 1
8, 70, 560, 8.75, 0.279, 0.727, 1.68, 156, 407, 93, 1
7, 33, 231, 4.714, 0.364, 0.753, 1.68, 84, 174, 50, 1
8, 353, 2824, 44.125, 0.07, 0.292, 1.19, 197, 825, 165, 1
8, 86, 688, 10.75, 0.494, 0.945, 2.64, 340, 650, 129, 1
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, 1
11, 112, 1232, 10.182, 0.217, 0.469, 1.73, 267, 578, 154, 1
8, 102, 816, 12.75, 0.212, 0.884, 1.25, 173, 721, 138, 1
7, 43, 301, 6.143, 0.249, 0.807, 1.29, 75, 243, 58, 1
9, 91, 819, 10.111, 0.206, 0.731, 1.37, 169, 599, 123, 1
9, 39, 351, 4.333, 0.259, 0.695, 1.49, 91, 244, 61, 1
7, 33, 231, 4.714, 0.342, 0.74, 1.49, 79, 171, 53, 1
5, 5, 25, 1.0, 0.28, 0.72, 1.75, 7, 18, 4, 1
13, 267, 3471, 20.538, 0.401, 0.662, 4.87, 1392, 2299, 286, 1
9, 17, 153, 1.889, 0.235, 0.647, 1.44, 36, 99, 25, 1
7, 216, 1512, 30.857, 0.458, 0.856, 3.11, 693, 1294, 223, 1
15, 268, 4020, 17.867, 0.413, 0.731, 5.1, 1661, 2940, 326, 1
5, 10, 50, 2.0, 0.36, 1.0, 1.29, 18, 50, 14, 1
4, 6, 24, 1.5, 0.458, 0.792, 5.5, 11, 19, 2, 1
10, 251, 2510, 25.1, 0.179, 0.515, 1.37, 449, 1293, 327, 1
11, 87, 957, 7.909, 0.319, 0.628, 2.65, 305, 601, 115, 1
8, 15, 120, 1.875, 0.558, 1.0, 2.91, 67, 120, 23, 1
5, 39, 195, 7.8, 0.492, 0.872, 2.46, 96, 170, 39, 1
9, 82, 738, 9.111, 0.247, 0.935, 2.09, 182, 690, 87, 1
11, 161, 1771, 14.636, 0.329, 0.605, 3.05, 582, 1071, 191, 1
8, 13, 104, 1.625, 0.442, 0.981, 2.0, 46, 102, 23, 1
7, 43, 301, 6.143, 0.219, 0.983, 1.27, 66, 296, 52, 1
9, 81, 729, 9.0, 0.332, 0.974, 2.09, 242, 710, 116, 1
8, 101, 808, 12.625, 0.29, 0.978, 1.71, 234, 790, 137, 1
8, 49, 392, 6.125, 0.413, 0.76, 1.93, 162, 298, 84, 1
5, 9, 45, 1.8, 0.533, 0.911, 2.0, 24, 41, 12, 1
10, 10, 100, 1.0, 0.34, 0.93, 1.89, 34, 93, 18, 1
6, 4, 24, 0.667, 0.417, 0.5, 5.0, 10, 12, 2, 1
24, 340, 8160, 14.167, 0.211, 0.468, 2.67, 1718, 3822, 643, 1
10, 228, 2280, 22.8, 0.26, 0.61, 1.87, 592, 1390, 316, 1
8, 68, 544, 8.5, 0.54, 0.974, 3.03, 294, 530, 97, 1
7, 6, 42, 0.857, 0.5, 0.548, 21.0, 21, 23, 1, 1
11, 64, 704, 5.818, 0.395, 0.558, 3.35, 278, 393, 83, 1
10, 22, 220, 2.2, 0.491, 0.932, 3.72, 108, 205, 29, 1
10, 37, 370, 3.7, 0.592, 0.722, 8.11, 219, 267, 27, 1
8, 18, 144, 2.25, 0.472, 1.0, 2.52, 68, 144, 27, 1
11, 8, 88, 0.727, 0.716, 1.0, 7.88, 63, 88, 8, 1
5, 19, 95, 3.8, 0.316, 0.916, 1.5, 30, 87, 20, 1
9, 155, 1395, 17.222, 0.346, 0.731, 2.44, 483, 1020, 198, 1
7, 123, 861, 17.571, 0.419, 0.962, 2.62, 361, 828, 138, 1
7, 31, 217, 4.429, 0.461, 0.922, 2.13, 100, 200, 47, 1
5, 94, 470, 18.8, 0.234, 0.845, 1.39, 110, 397, 79, 1
6, 14, 84, 2.333, 0.321, 0.881, 1.8, 27, 74, 15, 1
7, 29, 203, 4.143, 0.365, 0.946, 2.0, 74, 192, 37, 1
2, 104, 208, 52.0, 0.063, 0.529, 1.08, 13, 110, 12, 1
5, 116, 580, 23.2, 0.376, 0.784, 2.18, 218, 455, 100, 1
7, 66, 462, 9.429, 0.171, 0.903, 1.49, 79, 417, 53, 1
6, 28, 168, 4.667, 0.292, 0.875, 1.29, 49, 147, 38, 1
20, 19, 380, 0.95, 0.495, 0.713, 12.53, 188, 271, 15, 1
9, 12, 108, 1.333, 0.389, 0.852, 2.33, 42, 92, 18, 1
5, 18, 90, 3.6, 0.322, 1.0, 1.45, 29, 90, 20, 1
7, 6, 42, 0.857, 0.214, 0.286, 9.0, 9, 12, 1, 1
10, 19, 190, 1.9, 0.542, 0.768, 7.36, 103, 146, 14, 1
6, 24, 144, 4.0, 0.292, 0.778, 1.35, 42, 112, 31, 1
9, 155, 1395, 17.222, 0.376, 0.722, 2.53, 524, 1007, 207, 1
10, 19, 190, 1.9, 0.568, 0.774, 9.82, 108, 147, 11, 1
7, 26, 182, 3.714, 0.445, 0.978, 2.25, 81, 178, 36, 1
11, 40, 440, 3.636, 0.27, 0.618, 1.8, 119, 272, 66, 1
10, 15, 150, 1.5, 0.247, 0.72, 1.61, 37, 108, 23, 1
6, 18, 108, 3.0, 0.306, 0.787, 1.32, 33, 85, 25, 1
8, 175, 1400, 21.875, 0.156, 0.882, 1.2, 219, 1235, 183, 1
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, 1
7, 22, 154, 3.143, 0.247, 0.714, 1.23, 38, 110, 31, 1
1, 88, 88, 88.0, 0.193, 1.0, 1.0, 17, 88, 17, 1
7, 162, 1134, 23.143, 0.096, 0.235, 1.49, 109, 266, 73, 1
3, 11, 33, 3.667, 0.364, 0.667, 3.0, 12, 22, 4, 2
1, 98, 98, 98.0, 0.939, 1.0, 30.67, 92, 98, 3, 2
2, 116, 232, 58.0, 0.616, 0.802, 17.88, 143, 186, 8, 2
1, 152, 152, 152.0, 0.822, 1.0, 11.36, 125, 152, 11, 2
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, 2
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, 2
3, 536, 1608, 178.67, 0.341, 0.353, 61.0, 549, 567, 9, 2
2, 536, 1072, 268.0, 0.537, 0.622, 24.0, 576, 667, 24, 2
3, 550, 1650, 183.33, 0.339, 0.401, 15.11, 559, 662, 37, 2
1, 44, 44, 44.0, 0.909, 1.0, 20.0, 40, 44, 2, 2
2, 536, 1072, 268.0, 0.532, 0.558, 30.0, 570, 598, 19, 2
2, 446, 892, 223.0, 0.439, 0.603, 17.82, 392, 538, 22, 2
10, 553, 5530, 55.3, 0.797, 0.884, 21.3, 4409, 4890, 207, 2
21, 2, 42, 0.095, 0.738, 0.738, 31.0, 31, 31, 1, 2
2, 22, 44, 11.0, 0.477, 1.0, 21.0, 21, 44, 1, 2
1, 45, 45, 45.0, 0.244, 1.0, 1.38, 11, 45, 8, 2
1, 193, 193, 193.0, 0.57, 1.0, 2.97, 110, 193, 37, 2
1, 11, 11, 11.0, 1.0, 1.0, 11.0, 11, 11, 1, 2
1, 69, 69, 69.0, 0.841, 1.0, 8.29, 58, 69, 7, 2
1, 52, 52, 52.0, 0.788, 1.0, 10.25, 41, 52, 4, 2
1, 22, 22, 22.0, 0.955, 1.0, 21.0, 21, 22, 1, 2
1, 79, 79, 79.0, 0.608, 1.0, 6.86, 48, 79, 7, 2
1, 19, 19, 19.0, 0.789, 1.0, 3.75, 15, 19, 4, 2
1, 27, 27, 27.0, 0.407, 1.0, 1.83, 11, 27, 6, 2
4, 524, 2096, 131.0, 0.542, 0.603, 40.57, 1136, 1264, 28, 2
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, 2
1, 14, 14, 14.0, 0.643, 1.0, 3.0, 9, 14, 3, 2
